,Dates,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,Box_Score,OT?,Attend.,Notes
37,"Thu, Feb 6, 2020",7:30p,Orlando Magic,,New York Knicks,,,,,
38,"Thu, Feb 6, 2020",8:00p,New Orleans Pelicans,,Chicago Bulls,,,,,
39,"Thu, Feb 6, 2020",8:00p,Philadelphia 76ers,,Milwaukee Bucks,,,,,
40,"Thu, Feb 6, 2020",10:00p,San Antonio Spurs,,Portland Trail Blazers,,,,,
41,"Thu, Feb 6, 2020",10:30p,Houston Rockets,,Los Angeles Lakers,,,,,
42,"Fri, Feb 7, 2020",7:00p,Memphis Grizzlies,,Philadelphia 76ers,,,,,
43,"Fri, Feb 7, 2020",7:00p,Dallas Mavericks,,Washington Wizards,,,,,
44,"Fri, Feb 7, 2020",7:30p,Atlanta Hawks,,Boston Celtics,,,,,
45,"Fri, Feb 7, 2020",8:00p,Toronto Raptors,,Indiana Pacers,,,,,
46,"Fri, Feb 7, 2020",8:00p,Detroit Pistons,,Oklahoma City Thunder,,,,,
47,"Fri, Feb 7, 2020",9:00p,Houston Rockets,,Phoenix Suns,,,,,
48,"Fri, Feb 7, 2020",10:00p,Miami Heat,,Sacramento Kings,,,,,
49,"Fri, Feb 7, 2020",10:30p,Portland Trail Blazers,,Utah Jazz,,,,,
50,"Sat, Feb 8, 2020",5:00p,Milwaukee Bucks,,Orlando Magic,,,,,
51,"Sat, Feb 8, 2020",7:00p,Dallas Mavericks,,Charlotte Hornets,,,,,
52,"Sat, Feb 8, 2020",7:00p,New York Knicks,,Detroit Pistons,,,,,
53,"Sat, Feb 8, 2020",7:30p,New Orleans Pelicans,,Indiana Pacers,,,,,
54,"Sat, Feb 8, 2020",7:30p,Brooklyn Nets,,Toronto Raptors,,,,,
55,"Sat, Feb 8, 2020",8:00p,Los Angeles Clippers,,Minnesota Timberwolves,,,,,
56,"Sat, Feb 8, 2020",8:30p,Los Angeles Lakers,,Golden State Warriors,,,,,
57,"Sat, Feb 8, 2020",9:00p,Denver Nuggets,,Phoenix Suns,,,,,
58,"Sat, Feb 8, 2020",10:00p,San Antonio Spurs,,Sacramento Kings,,,,,
59,"Sun, Feb 9, 2020",3:30p,Boston Celtics,,Oklahoma City Thunder,,,,,
60,"Sun, Feb 9, 2020",6:00p,New York Knicks,,Atlanta Hawks,,,,,
61,"Sun, Feb 9, 2020",6:00p,Chicago Bulls,,Philadelphia 76ers,,,,,
62,"Sun, Feb 9, 2020",6:00p,Memphis Grizzlies,,Washington Wizards,,,,,
63,"Sun, Feb 9, 2020",7:00p,Utah Jazz,,Houston Rockets,,,,,
64,"Sun, Feb 9, 2020",7:30p,Los Angeles Clippers,,Cleveland Cavaliers,,,,,
65,"Sun, Feb 9, 2020",9:00p,Miami Heat,,Portland Trail Blazers,,,,,
66,"Mon, Feb 10, 2020",7:00p,Charlotte Hornets,,Detroit Pistons,,,,,
67,"Mon, Feb 10, 2020",7:00p,Brooklyn Nets,,Indiana Pacers,,,,,
68,"Mon, Feb 10, 2020",7:00p,Atlanta Hawks,,Orlando Magic,,,,,
69,"Mon, Feb 10, 2020",7:30p,Minnesota Timberwolves,,Toronto Raptors,,,,,
70,"Mon, Feb 10, 2020",8:00p,Sacramento Kings,,Milwaukee Bucks,,,,,
71,"Mon, Feb 10, 2020",8:30p,Utah Jazz,,Dallas Mavericks,,,,,
72,"Mon, Feb 10, 2020",9:00p,San Antonio Spurs,,Denver Nuggets,,,,,
73,"Mon, Feb 10, 2020",10:30p,Miami Heat,,Golden State Warriors,,,,,
74,"Mon, Feb 10, 2020",10:30p,Phoenix Suns,,Los Angeles Lakers,,,,,
75,"Tue, Feb 11, 2020",7:00p,Los Angeles Clippers,,Philadelphia 76ers,,,,,
76,"Tue, Feb 11, 2020",7:00p,Chicago Bulls,,Washington Wizards,,,,,
77,"Tue, Feb 11, 2020",8:00p,Portland Trail Blazers,,New Orleans Pelicans,,,,,
78,"Tue, Feb 11, 2020",8:00p,San Antonio Spurs,,Oklahoma City Thunder,,,,,
79,"Tue, Feb 11, 2020",9:30p,Boston Celtics,,Houston Rockets,,,,,
80,"Wed, Feb 12, 2020",7:00p,Atlanta Hawks,,Cleveland Cavaliers,,,,,
81,"Wed, Feb 12, 2020",7:00p,Detroit Pistons,,Orlando Magic,,,,,
82,"Wed, Feb 12, 2020",7:30p,Toronto Raptors,,Brooklyn Nets,,,,,
83,"Wed, Feb 12, 2020",7:30p,Milwaukee Bucks,,Indiana Pacers,,,,,
84,"Wed, Feb 12, 2020",7:30p,Washington Wizards,,New York Knicks,,,,,
85,"Wed, Feb 12, 2020",8:00p,Portland Trail Blazers,,Memphis Grizzlies,,,,,
86,"Wed, Feb 12, 2020",8:00p,Charlotte Hornets,,Minnesota Timberwolves,,,,,
87,"Wed, Feb 12, 2020",8:30p,Sacramento Kings,,Dallas Mavericks,,,,,
88,"Wed, Feb 12, 2020",9:00p,Golden State Warriors,,Phoenix Suns,,,,,
89,"Wed, Feb 12, 2020",9:00p,Miami Heat,,Utah Jazz,,,,,
90,"Wed, Feb 12, 2020",10:00p,Los Angeles Lakers,,Denver Nuggets,,,,,
91,"Thu, Feb 13, 2020",8:00p,Los Angeles Clippers,,Boston Celtics,,,,,
92,"Thu, Feb 13, 2020",8:00p,Oklahoma City Thunder,,New Orleans Pelicans,,,,,
93,"Thu, Feb 20, 2020",7:00p,Milwaukee Bucks,,Detroit Pistons,,,,,
94,"Thu, Feb 20, 2020",7:30p,Miami Heat,,Atlanta Hawks,,,,,
95,"Thu, Feb 20, 2020",8:00p,Charlotte Hornets,,Chicago Bulls,,,,,
96,"Thu, Feb 20, 2020",8:00p,Brooklyn Nets,,Philadelphia 76ers,,,,,
97,"Thu, Feb 20, 2020",10:00p,Memphis Grizzlies,,Sacramento Kings,,,,,
98,"Thu, Feb 20, 2020",10:30p,Houston Rockets,,Golden State Warriors,,,,,
99,"Fri, Feb 21, 2020",7:00p,Dallas Mavericks,,Orlando Magic,,,,,
100,"Fri, Feb 21, 2020",7:00p,Cleveland Cavaliers,,Washington Wizards,,,,,
101,"Fri, Feb 21, 2020",7:30p,Indiana Pacers,,New York Knicks,,,,,
102,"Fri, Feb 21, 2020",7:30p,Phoenix Suns,,Toronto Raptors,,,,,
103,"Fri, Feb 21, 2020",8:00p,Boston Celtics,,Minnesota Timberwolves,,,,,
104,"Fri, Feb 21, 2020",8:00p,Denver Nuggets,,Oklahoma City Thunder,,,,,
105,"Fri, Feb 21, 2020",9:00p,San Antonio Spurs,,Utah Jazz,,,,,
106,"Fri, Feb 21, 2020",10:30p,Memphis Grizzlies,,Los Angeles Lakers,,,,,
107,"Fri, Feb 21, 2020",10:30p,New Orleans Pelicans,,Portland Trail Blazers,,,,,
108,"Sat, Feb 22, 2020",3:30p,Sacramento Kings,,Los Angeles Clippers,,,,,
109,"Sat, Feb 22, 2020",7:00p,Brooklyn Nets,,Charlotte Hornets,,,,,
110,"Sat, Feb 22, 2020",7:30p,Dallas Mavericks,,Atlanta Hawks,,,,,
111,"Sat, Feb 22, 2020",8:00p,Phoenix Suns,,Chicago Bulls,,,,,
112,"Sat, Feb 22, 2020",8:00p,Cleveland Cavaliers,,Miami Heat,,,,,
113,"Sat, Feb 22, 2020",8:30p,Philadelphia 76ers,,Milwaukee Bucks,,,,,
114,"Sat, Feb 22, 2020",9:00p,Houston Rockets,,Utah Jazz,,,,,
115,"Sun, Feb 23, 2020",3:30p,Boston Celtics,,Los Angeles Lakers,,,,,
116,"Sun, Feb 23, 2020",6:00p,Minnesota Timberwolves,,Denver Nuggets,,,,,
117,"Sun, Feb 23, 2020",6:00p,Indiana Pacers,,Toronto Raptors,,,,,
118,"Sun, Feb 23, 2020",7:00p,Washington Wizards,,Chicago Bulls,,,,,
119,"Sun, Feb 23, 2020",7:00p,San Antonio Spurs,,Oklahoma City Thunder,,,,,
120,"Sun, Feb 23, 2020",8:30p,New Orleans Pelicans,,Golden State Warriors,,,,,
121,"Sun, Feb 23, 2020",9:00p,Detroit Pistons,,Portland Trail Blazers,,,,,
122,"Mon, Feb 24, 2020",7:00p,Miami Heat,,Cleveland Cavaliers,,,,,
123,"Mon, Feb 24, 2020",7:00p,Atlanta Hawks,,Philadelphia 76ers,,,,,
124,"Mon, Feb 24, 2020",7:00p,Milwaukee Bucks,,Washington Wizards,,,,,
125,"Mon, Feb 24, 2020",7:30p,Orlando Magic,,Brooklyn Nets,,,,,
126,"Mon, Feb 24, 2020",8:00p,New York Knicks,,Houston Rockets,,,,,
127,"Mon, Feb 24, 2020",8:30p,Minnesota Timberwolves,,Dallas Mavericks,,,,,
128,"Mon, Feb 24, 2020",9:00p,Phoenix Suns,,Utah Jazz,,,,,
129,"Mon, Feb 24, 2020",10:30p,Memphis Grizzlies,,Los Angeles Clippers,,,,,
130,"Tue, Feb 25, 2020",7:00p,Charlotte Hornets,,Indiana Pacers,,,,,
131,"Tue, Feb 25, 2020",7:30p,Milwaukee Bucks,,Toronto Raptors,,,,,
132,"Tue, Feb 25, 2020",8:00p,Oklahoma City Thunder,,Chicago Bulls,,,,,
133,"Tue, Feb 25, 2020",9:00p,Detroit Pistons,,Denver Nuggets,,,,,
134,"Tue, Feb 25, 2020",10:00p,New Orleans Pelicans,,Los Angeles Lakers,,,,,
135,"Tue, Feb 25, 2020",10:00p,Boston Celtics,,Portland Trail Blazers,,,,,
136,"Tue, Feb 25, 2020",10:30p,Sacramento Kings,,Golden State Warriors,,,,,
137,"Wed, Feb 26, 2020",7:00p,New York Knicks,,Charlotte Hornets,,,,,
138,"Wed, Feb 26, 2020",7:00p,Philadelphia 76ers,,Cleveland Cavaliers,,,,,
139,"Wed, Feb 26, 2020",7:00p,Brooklyn Nets,,Washington Wizards,,,,,
140,"Wed, Feb 26, 2020",7:30p,Orlando Magic,,Atlanta Hawks,,,,,
141,"Wed, Feb 26, 2020",7:30p,Minnesota Timberwolves,,Miami Heat,,,,,
142,"Wed, Feb 26, 2020",7:30p,Dallas Mavericks,,San Antonio Spurs,,,,,
143,"Wed, Feb 26, 2020",8:00p,Memphis Grizzlies,,Houston Rockets,,,,,
144,"Wed, Feb 26, 2020",9:00p,Los Angeles Clippers,,Phoenix Suns,,,,,
145,"Wed, Feb 26, 2020",10:00p,Boston Celtics,,Utah Jazz,,,,,
146,"Thu, Feb 27, 2020",7:00p,New York Knicks,,Philadelphia 76ers,,,,,
147,"Thu, Feb 27, 2020",8:00p,Portland Trail Blazers,,Indiana Pacers,,,,,
148,"Thu, Feb 27, 2020",8:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,
149,"Thu, Feb 27, 2020",10:30p,Los Angeles Lakers,,Golden State Warriors,,,,,
150,"Fri, Feb 28, 2020",7:00p,Minnesota Timberwolves,,Orlando Magic,,,,,
151,"Fri, Feb 28, 2020",7:30p,Brooklyn Nets,,Atlanta Hawks,,,,,
152,"Fri, Feb 28, 2020",7:30p,Charlotte Hornets,,Toronto Raptors,,,,,
153,"Fri, Feb 28, 2020",8:00p,Sacramento Kings,,Memphis Grizzlies,,,,,
154,"Fri, Feb 28, 2020",8:00p,Dallas Mavericks,,Miami Heat,,,,,
155,"Fri, Feb 28, 2020",8:00p,Oklahoma City Thunder,,Milwaukee Bucks,,,,,
156,"Fri, Feb 28, 2020",8:00p,Cleveland Cavaliers,,New Orleans Pelicans,,,,,
157,"Fri, Feb 28, 2020",9:00p,Detroit Pistons,,Phoenix Suns,,,,,
158,"Fri, Feb 28, 2020",9:00p,Washington Wizards,,Utah Jazz,,,,,
159,"Fri, Feb 28, 2020",10:30p,Denver Nuggets,,Los Angeles Clippers,,,,,
160,"Sat, Feb 29, 2020",5:00p,Chicago Bulls,,New York Knicks,,,,,
161,"Sat, Feb 29, 2020",7:30p,Portland Trail Blazers,,Atlanta Hawks,,,,,
162,"Sat, Feb 29, 2020",7:30p,Brooklyn Nets,,Miami Heat,,,,,
163,"Sat, Feb 29, 2020",8:00p,Indiana Pacers,,Cleveland Cavaliers,,,,,
164,"Sat, Feb 29, 2020",8:00p,Los Angeles Lakers,,Memphis Grizzlies,,,,,
165,"Sat, Feb 29, 2020",8:30p,Houston Rockets,,Boston Celtics,,,,,
166,"Sat, Feb 29, 2020",8:30p,Orlando Magic,,San Antonio Spurs,,,,,
167,"Sat, Feb 29, 2020",9:00p,Golden State Warriors,,Phoenix Suns,,,,,
0,"Sun, Mar 1, 2020",1:00p,Milwaukee Bucks,,Charlotte Hornets,,,,,
1,"Sun, Mar 1, 2020",3:30p,Philadelphia 76ers,,Los Angeles Clippers,,,,,
2,"Sun, Mar 1, 2020",3:30p,Dallas Mavericks,,Minnesota Timberwolves,,,,,
3,"Sun, Mar 1, 2020",6:00p,Toronto Raptors,,Denver Nuggets,,,,,
4,"Sun, Mar 1, 2020",6:00p,Detroit Pistons,,Sacramento Kings,,,,,
5,"Sun, Mar 1, 2020",8:00p,Los Angeles Lakers,,New Orleans Pelicans,,,,,
6,"Sun, Mar 1, 2020",8:30p,Washington Wizards,,Golden State Warriors,,,,,
7,"Mon, Mar 2, 2020",7:00p,Utah Jazz,,Cleveland Cavaliers,,,,,
8,"Mon, Mar 2, 2020",7:00p,Houston Rockets,,New York Knicks,,,,,
9,"Mon, Mar 2, 2020",7:00p,Portland Trail Blazers,,Orlando Magic,,,,,
10,"Mon, Mar 2, 2020",7:30p,Memphis Grizzlies,,Atlanta Hawks,,,,,
11,"Mon, Mar 2, 2020",7:30p,Milwaukee Bucks,,Miami Heat,,,,,
12,"Mon, Mar 2, 2020",8:00p,Dallas Mavericks,,Chicago Bulls,,,,,
13,"Mon, Mar 2, 2020",8:30p,Indiana Pacers,,San Antonio Spurs,,,,,
14,"Tue, Mar 3, 2020",7:00p,San Antonio Spurs,,Charlotte Hornets,,,,,
15,"Tue, Mar 3, 2020",7:30p,Brooklyn Nets,,Boston Celtics,,,,,
16,"Tue, Mar 3, 2020",8:00p,Minnesota Timberwolves,,New Orleans Pelicans,,,,,
17,"Tue, Mar 3, 2020",8:00p,Los Angeles Clippers,,Oklahoma City Thunder,,,,,
18,"Tue, Mar 3, 2020",9:00p,Golden State Warriors,,Denver Nuggets,,,,,
19,"Tue, Mar 3, 2020",9:00p,Toronto Raptors,,Phoenix Suns,,,,,
20,"Tue, Mar 3, 2020",10:00p,Philadelphia 76ers,,Los Angeles Lakers,,,,,
21,"Tue, Mar 3, 2020",10:00p,Washington Wizards,,Sacramento Kings,,,,,
22,"Wed, Mar 4, 2020",7:00p,Boston Celtics,,Cleveland Cavaliers,,,,,
23,"Wed, Mar 4, 2020",7:00p,Oklahoma City Thunder,,Detroit Pistons,,,,,
24,"Wed, Mar 4, 2020",7:00p,Orlando Magic,,Miami Heat,,,,,
25,"Wed, Mar 4, 2020",7:30p,Memphis Grizzlies,,Brooklyn Nets,,,,,
26,"Wed, Mar 4, 2020",7:30p,Utah Jazz,,New York Knicks,,,,,
27,"Wed, Mar 4, 2020",8:00p,Chicago Bulls,,Minnesota Timberwolves,,,,,
28,"Wed, Mar 4, 2020",8:30p,New Orleans Pelicans,,Dallas Mavericks,,,,,
29,"Wed, Mar 4, 2020",9:30p,Indiana Pacers,,Milwaukee Bucks,,,,,
30,"Wed, Mar 4, 2020",10:00p,Washington Wizards,,Portland Trail Blazers,,,,,
31,"Thu, Mar 5, 2020",7:00p,Denver Nuggets,,Charlotte Hornets,,,,,
32,"Thu, Mar 5, 2020",8:00p,Los Angeles Clippers,,Houston Rockets,,,,,
33,"Thu, Mar 5, 2020",10:00p,Philadelphia 76ers,,Sacramento Kings,,,,,
34,"Thu, Mar 5, 2020",10:30p,Toronto Raptors,,Golden State Warriors,,,,,
35,"Fri, Mar 6, 2020",7:00p,Atlanta Hawks,,Washington Wizards,,,,,
36,"Fri, Mar 6, 2020",7:30p,San Antonio Spurs,,Brooklyn Nets,,,,,
37,"Fri, Mar 6, 2020",7:30p,Oklahoma City Thunder,,New York Knicks,,,,,
38,"Fri, Mar 6, 2020",8:00p,Utah Jazz,,Boston Celtics,,,,,
39,"Fri, Mar 6, 2020",8:00p,Indiana Pacers,,Chicago Bulls,,,,,
40,"Fri, Mar 6, 2020",8:00p,Orlando Magic,,Minnesota Timberwolves,,,,,
41,"Fri, Mar 6, 2020",8:00p,Miami Heat,,New Orleans Pelicans,,,,,
42,"Fri, Mar 6, 2020",8:30p,Memphis Grizzlies,,Dallas Mavericks,,,,,
43,"Fri, Mar 6, 2020",9:00p,Portland Trail Blazers,,Phoenix Suns,,,,,
44,"Fri, Mar 6, 2020",10:30p,Milwaukee Bucks,,Los Angeles Lakers,,,,,
45,"Sat, Mar 7, 2020",5:00p,Houston Rockets,,Charlotte Hornets,,,,,
46,"Sat, Mar 7, 2020",7:00p,Utah Jazz,,Detroit Pistons,,,,,
47,"Sat, Mar 7, 2020",7:30p,Denver Nuggets,,Cleveland Cavaliers,,,,,
48,"Sat, Mar 7, 2020",8:00p,Atlanta Hawks,,Memphis Grizzlies,,,,,
49,"Sat, Mar 7, 2020",8:30p,Philadelphia 76ers,,Golden State Warriors,,,,,
50,"Sat, Mar 7, 2020",10:00p,Sacramento Kings,,Portland Trail Blazers,,,,,
51,"Sun, Mar 8, 2020",3:00p,Chicago Bulls,,Brooklyn Nets,,,,,
52,"Sun, Mar 8, 2020",3:30p,Los Angeles Lakers,,Los Angeles Clippers,,,,,
53,"Sun, Mar 8, 2020",3:30p,New Orleans Pelicans,,Minnesota Timberwolves,,,,,
54,"Sun, Mar 8, 2020",6:00p,Oklahoma City Thunder,,Boston Celtics,,,,,
55,"Sun, Mar 8, 2020",6:00p,Milwaukee Bucks,,Phoenix Suns,,,,,
56,"Sun, Mar 8, 2020",7:00p,Indiana Pacers,,Dallas Mavericks,,,,,
57,"Sun, Mar 8, 2020",7:00p,Orlando Magic,,Houston Rockets,,,,,
58,"Sun, Mar 8, 2020",7:00p,Miami Heat,,Washington Wizards,,,,,
59,"Sun, Mar 8, 2020",7:30p,San Antonio Spurs,,Cleveland Cavaliers,,,,,
60,"Sun, Mar 8, 2020",7:30p,Detroit Pistons,,New York Knicks,,,,,
61,"Sun, Mar 8, 2020",9:00p,Toronto Raptors,,Sacramento Kings,,,,,
62,"Mon, Mar 9, 2020",7:30p,Charlotte Hornets,,Atlanta Hawks,,,,,
63,"Mon, Mar 9, 2020",9:00p,Milwaukee Bucks,,Denver Nuggets,,,,,
64,"Mon, Mar 9, 2020",9:00p,Toronto Raptors,,Utah Jazz,,,,,
65,"Tue, Mar 10, 2020",7:00p,Boston Celtics,,Indiana Pacers,,,,,
66,"Tue, Mar 10, 2020",7:00p,New York Knicks,,Washington Wizards,,,,,
67,"Tue, Mar 10, 2020",8:00p,Cleveland Cavaliers,,Chicago Bulls,,,,,
68,"Tue, Mar 10, 2020",8:00p,Minnesota Timberwolves,,Houston Rockets,,,,,
69,"Tue, Mar 10, 2020",8:00p,Orlando Magic,,Memphis Grizzlies,,,,,
70,"Tue, Mar 10, 2020",8:00p,Dallas Mavericks,,San Antonio Spurs,,,,,
71,"Tue, Mar 10, 2020",10:00p,Phoenix Suns,,Portland Trail Blazers,,,,,
72,"Tue, Mar 10, 2020",10:30p,Los Angeles Clippers,,Golden State Warriors,,,,,
73,"Tue, Mar 10, 2020",10:30p,Brooklyn Nets,,Los Angeles Lakers,,,,,
74,"Wed, Mar 11, 2020",7:30p,New York Knicks,,Atlanta Hawks,,,,,
75,"Wed, Mar 11, 2020",7:30p,Charlotte Hornets,,Miami Heat,,,,,
76,"Wed, Mar 11, 2020",7:30p,Detroit Pistons,,Philadelphia 76ers,,,,,
77,"Wed, Mar 11, 2020",8:00p,Utah Jazz,,Oklahoma City Thunder,,,,,
78,"Wed, Mar 11, 2020",8:30p,Denver Nuggets,,Dallas Mavericks,,,,,
79,"Wed, Mar 11, 2020",10:00p,New Orleans Pelicans,,Sacramento Kings,,,,,
80,"Thu, Mar 12, 2020",7:00p,Chicago Bulls,,Orlando Magic,,,,,
81,"Thu, Mar 12, 2020",8:00p,Boston Celtics,,Milwaukee Bucks,,,,,
82,"Thu, Mar 12, 2020",10:00p,Memphis Grizzlies,,Portland Trail Blazers,,,,,
83,"Thu, Mar 12, 2020",10:30p,Brooklyn Nets,,Golden State Warriors,,,,,
84,"Thu, Mar 12, 2020",10:30p,Houston Rockets,,Los Angeles Lakers,,,,,
85,"Fri, Mar 13, 2020",7:00p,Cleveland Cavaliers,,Charlotte Hornets,,,,,
86,"Fri, Mar 13, 2020",7:30p,Washington Wizards,,Boston Celtics,,,,,
87,"Fri, Mar 13, 2020",8:00p,New York Knicks,,Miami Heat,,,,,
88,"Fri, Mar 13, 2020",8:00p,Minnesota Timberwolves,,Oklahoma City Thunder,,,,,
89,"Fri, Mar 13, 2020",8:30p,Denver Nuggets,,San Antonio Spurs,,,,,
90,"Fri, Mar 13, 2020",9:00p,New Orleans Pelicans,,Utah Jazz,,,,,
91,"Fri, Mar 13, 2020",10:30p,Brooklyn Nets,,Los Angeles Clippers,,,,,
92,"Sat, Mar 14, 2020",2:00p,Phoenix Suns,,Dallas Mavericks,,,,,
93,"Sat, Mar 14, 2020",7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,
94,"Sat, Mar 14, 2020",7:30p,Indiana Pacers,,Philadelphia 76ers,,,,,
95,"Sat, Mar 14, 2020",7:30p,Detroit Pistons,,Toronto Raptors,,,,,
96,"Sat, Mar 14, 2020",8:00p,Chicago Bulls,,Miami Heat,,,,,
97,"Sat, Mar 14, 2020",8:30p,Golden State Warriors,,Milwaukee Bucks,,,,,
98,"Sat, Mar 14, 2020",8:30p,Minnesota Timberwolves,,San Antonio Spurs,,,,,
99,"Sat, Mar 14, 2020",9:00p,Memphis Grizzlies,,Utah Jazz,,,,,
100,"Sat, Mar 14, 2020",10:30p,New Orleans Pelicans,,Los Angeles Clippers,,,,,
101,"Sun, Mar 15, 2020",3:30p,Houston Rockets,,Portland Trail Blazers,,,,,
102,"Sun, Mar 15, 2020",6:00p,Charlotte Hornets,,Orlando Magic,,,,,
103,"Sun, Mar 15, 2020",6:00p,Oklahoma City Thunder,,Washington Wizards,,,,,
104,"Sun, Mar 15, 2020",8:00p,Boston Celtics,,Chicago Bulls,,,,,
105,"Sun, Mar 15, 2020",9:00p,Denver Nuggets,,Los Angeles Lakers,,,,,
106,"Sun, Mar 15, 2020",9:00p,Brooklyn Nets,,Sacramento Kings,,,,,
107,"Mon, Mar 16, 2020",7:00p,Washington Wizards,,Philadelphia 76ers,,,,,
108,"Mon, Mar 16, 2020",8:00p,Miami Heat,,Milwaukee Bucks,,,,,
109,"Mon, Mar 16, 2020",8:00p,Atlanta Hawks,,New Orleans Pelicans,,,,,
110,"Mon, Mar 16, 2020",8:00p,Golden State Warriors,,Toronto Raptors,,,,,
111,"Mon, Mar 16, 2020",8:30p,Memphis Grizzlies,,San Antonio Spurs,,,,,
112,"Mon, Mar 16, 2020",9:00p,Los Angeles Lakers,,Utah Jazz,,,,,
113,"Mon, Mar 16, 2020",10:30p,Dallas Mavericks,,Los Angeles Clippers,,,,,
114,"Tue, Mar 17, 2020",7:00p,Orlando Magic,,Detroit Pistons,,,,,
115,"Tue, Mar 17, 2020",7:30p,Charlotte Hornets,,New York Knicks,,,,,
116,"Tue, Mar 17, 2020",8:00p,Cleveland Cavaliers,,Houston Rockets,,,,,
117,"Tue, Mar 17, 2020",8:00p,Oklahoma City Thunder,,Memphis Grizzlies,,,,,
118,"Tue, Mar 17, 2020",10:00p,Minnesota Timberwolves,,Portland Trail Blazers,,,,,
119,"Tue, Mar 17, 2020",10:00p,Dallas Mavericks,,Sacramento Kings,,,,,
120,"Wed, Mar 18, 2020",7:00p,Toronto Raptors,,Philadelphia 76ers,,,,,
121,"Wed, Mar 18, 2020",7:30p,Oklahoma City Thunder,,Atlanta Hawks,,,,,
122,"Wed, Mar 18, 2020",7:30p,New York Knicks,,Boston Celtics,,,,,
123,"Wed, Mar 18, 2020",7:30p,Washington Wizards,,Brooklyn Nets,,,,,
124,"Wed, Mar 18, 2020",7:30p,Golden State Warriors,,Indiana Pacers,,,,,
125,"Wed, Mar 18, 2020",8:00p,Miami Heat,,Chicago Bulls,,,,,
126,"Wed, Mar 18, 2020",8:00p,San Antonio Spurs,,New Orleans Pelicans,,,,,
127,"Wed, Mar 18, 2020",9:00p,Los Angeles Clippers,,Denver Nuggets,,,,,
128,"Wed, Mar 18, 2020",10:00p,Utah Jazz,,Los Angeles Lakers,,,,,
129,"Wed, Mar 18, 2020",10:00p,Minnesota Timberwolves,,Phoenix Suns,,,,,
130,"Thu, Mar 19, 2020",7:00p,Philadelphia 76ers,,Charlotte Hornets,,,,,
131,"Thu, Mar 19, 2020",7:00p,Cleveland Cavaliers,,Orlando Magic,,,,,
132,"Thu, Mar 19, 2020",8:00p,Sacramento Kings,,Houston Rockets,,,,,
133,"Thu, Mar 19, 2020",8:00p,Memphis Grizzlies,,Milwaukee Bucks,,,,,
134,"Thu, Mar 19, 2020",10:00p,Dallas Mavericks,,Portland Trail Blazers,,,,,
135,"Fri, Mar 20, 2020",7:00p,Golden State Warriors,,Detroit Pistons,,,,,
136,"Fri, Mar 20, 2020",7:00p,Miami Heat,,Indiana Pacers,,,,,
137,"Fri, Mar 20, 2020",7:30p,Washington Wizards,,Atlanta Hawks,,,,,
138,"Fri, Mar 20, 2020",7:30p,Boston Celtics,,Toronto Raptors,,,,,
139,"Fri, Mar 20, 2020",8:00p,Denver Nuggets,,Oklahoma City Thunder,,,,,
140,"Fri, Mar 20, 2020",8:30p,Chicago Bulls,,San Antonio Spurs,,,,,
141,"Fri, Mar 20, 2020",9:00p,Minnesota Timberwolves,,Utah Jazz,,,,,
142,"Fri, Mar 20, 2020",10:30p,Phoenix Suns,,Los Angeles Clippers,,,,,
143,"Sat, Mar 21, 2020",6:00p,Boston Celtics,,Brooklyn Nets,,,,,
144,"Sat, Mar 21, 2020",7:00p,Los Angeles Lakers,,Charlotte Hornets,,,,,
145,"Sat, Mar 21, 2020",7:00p,Cleveland Cavaliers,,Indiana Pacers,,,,,
146,"Sat, Mar 21, 2020",7:00p,Sacramento Kings,,Orlando Magic,,,,,
147,"Sat, Mar 21, 2020",7:00p,Atlanta Hawks,,Philadelphia 76ers,,,,,
148,"Sat, Mar 21, 2020",7:30p,Golden State Warriors,,New York Knicks,,,,,
149,"Sat, Mar 21, 2020",8:00p,Chicago Bulls,,Houston Rockets,,,,,
150,"Sat, Mar 21, 2020",8:00p,New Orleans Pelicans,,Memphis Grizzlies,,,,,
151,"Sat, Mar 21, 2020",8:00p,Milwaukee Bucks,,Washington Wizards,,,,,
152,"Sat, Mar 21, 2020",10:00p,Dallas Mavericks,,Phoenix Suns,,,,,
153,"Sun, Mar 22, 2020",6:00p,Los Angeles Lakers,,Detroit Pistons,,,,,
154,"Sun, Mar 22, 2020",6:00p,Denver Nuggets,,Toronto Raptors,,,,,
155,"Sun, Mar 22, 2020",7:00p,Portland Trail Blazers,,Minnesota Timberwolves,,,,,
156,"Sun, Mar 22, 2020",7:00p,Sacramento Kings,,New Orleans Pelicans,,,,,
157,"Sun, Mar 22, 2020",7:00p,Utah Jazz,,San Antonio Spurs,,,,,
158,"Mon, Mar 23, 2020",7:00p,Phoenix Suns,,Indiana Pacers,,,,,
159,"Mon, Mar 23, 2020",7:00p,Los Angeles Clippers,,New York Knicks,,,,,
160,"Mon, Mar 23, 2020",7:00p,Boston Celtics,,Washington Wizards,,,,,
161,"Mon, Mar 23, 2020",7:30p,Orlando Magic,,Brooklyn Nets,,,,,
162,"Mon, Mar 23, 2020",7:30p,Oklahoma City Thunder,,Miami Heat,,,,,
163,"Mon, Mar 23, 2020",8:00p,Denver Nuggets,,Chicago Bulls,,,,,
